,,,,,
County Name,Precinct Name,Precinct Code,Total Voters,Hillary Clinton (D),Donald J. Trump (R)
Montgomery,BROOKVILLE-D,ATM,758,140,570
Montgomery,GERMAN-A,ATO,"1,014",180,796
Montgomery,GERMAN-B,ATP,811,130,643
Montgomery,GERMANTOWN-A,ATR,"1,056",261,719
Montgomery,GERMANTOWN-B,ATS,"1,124",281,788
Montgomery,GERMANTOWN-C,ATU,692,153,499
Montgomery,HARRISON-A,ATX,349,104,215
Montgomery,HARRISON-B,ATZ,719,229,446
Montgomery,HARRISON-C,AUB,642,294,311
Montgomery,HARRISON-D,AUD,"1,017",605,371
Montgomery,HARRISON-E,AUE,347,114,218
Montgomery,HARRISON-G,AUF,961,783,144
Montgomery,HARRISON-H,AUG,713,597,92
Montgomery,HARRISON-I,AUH,665,479,158
Montgomery,HARRISON-J,AUI,857,738,93
Montgomery,HARRISON-K,AUJ,677,581,63
Montgomery,HARRISON-L,AUK,"1,063",760,260
Montgomery,HARRISON-M,AUL,644,551,58
Montgomery,HARRISON-N,AUM,530,171,338
Montgomery,HARRISON-F,AUN,430,378,35
Montgomery,FARMERSVILLE,AUZ,517,112,370
Montgomery,JACK/NEW LEBANON-A,AVA,439,109,303
Montgomery,JACK/NEW LEBANON-B,AVB,705,188,466
Montgomery,JACKSON-A,AVD,926,169,705
Montgomery,JACKSON-B,AVE,583,106,444
Montgomery,JEFFERSON-A,AVG,884,520,328
Montgomery,JEFFERSON-B,AVH,647,471,155
Montgomery,JEFFERSON-C,AVI,900,540,318
Montgomery,JEFFERSON-D,AVJ,590,564,17
Montgomery,MIAMI-A,AVP,791,253,475
Montgomery,MIAMI-B,AVQ,999,358,559
Montgomery,MIAMI-C,AVR,722,157,523
Montgomery,MIAMI-D,AVS,714,330,329
Montgomery,MIAMI-E,AVT,974,286,614
Montgomery,MIAMI-F,AVU,387,150,205
Montgomery,MIAMI-G,AVV,713,240,422
Montgomery,MIAMI-H,AVW,693,253,385
Montgomery,MIAMI-I,AVX,428,203,201
Montgomery,MIAMI-J,AVY,611,137,434
Montgomery,MIAMI-K,AVZ,"1,050",379,610
Montgomery,MIAMI-L,AWA,638,218,381
Montgomery,MIAMI-N,AWC,693,208,453
Montgomery,MIAMI-O,AWD,"1,070",475,531
Montgomery,MIAMI-P,AWE,484,254,194
Montgomery,MIAMI-Q,AWF,642,264,330
Montgomery,MIAMI-R,AWG,465,228,209
Montgomery,MIAMI-S,AWH,966,306,597
Montgomery,MIAMI-T,AWI,"1,001",322,604
Montgomery,MIAMI-M,AWJ,597,223,336
Montgomery,P/NEW LEB-A,AWO,503,113,348
Montgomery,PERRY-A,AWQ,572,94,455
Montgomery,PERRY-B,AWR,651,131,489
Montgomery,PERRY-C,AWS,696,147,515
Montgomery,CLAYTON 1-A,AWT,654,163,447
Montgomery,CLAYTON 1-B,AWU,679,349,301
Montgomery,CLAYTON 1-C,AWV,757,242,475
Montgomery,CLAYTON 1-D,AWW,565,309,227
Montgomery,CLAYTON 2-A,AWY,637,285,310
Montgomery,CLAYTON 2-B,AWZ,868,419,401
Montgomery,CLAYTON 2-C,AXA,950,516,382
Montgomery,CLAYTON 3-A,AXD,739,355,345
Montgomery,CLAYTON 3-B,AXE,667,306,316
Montgomery,CLAYTON 3-C,AXF,"1,000",561,386
Montgomery,WASHINGTON-A,AXI,"1,126",370,663
Montgomery,WASHINGTON-B,AXK,"1,024",324,613
Montgomery,WASHINGTON-C,AXM,604,216,342
Montgomery,WASHINGTON-D,AXO,985,357,571
Montgomery,WASHINGTON-E,AXQ,"1,031",373,604
Montgomery,WASHINGTON-F,AXS,579,206,337
Montgomery,WASHINGTON-G,AXU,"1,133",397,637
Montgomery,WASHINGTON-H,AXW,"1,038",336,620
Montgomery,WASHINGTON-I,AXY,712,332,333
Montgomery,WASHINGTON-J,AYA,968,408,506
Montgomery,WASHINGTON-K,AYC,"1,104",383,661
Montgomery,WASHINGTON-L,AYE,"1,042",418,552
Montgomery,WASHINGTON-M,AYF,846,266,537
Montgomery,WASHINGTON-N,AYG,"1,054",434,536
Montgomery,WASHINGTON-O,AYH,"1,027",384,592
Montgomery,WASHINGTON-P,AYI,"1,036",354,619
Montgomery,WASHINGTON-Q,AYJ,864,331,475
Montgomery,WASHINGTON-S,AYL,959,378,531
Montgomery,WASHINGTON-T,AYM,723,309,374
Montgomery,WASHINGTON-U,AYN,533,198,306
Montgomery,WASHINGTON-V,AYO,981,359,544
Montgomery,WASHINGTON-W,AYP,589,258,285
Montgomery,WASHINGTON-X,AYQ,671,244,385
Montgomery,WASHINGTON-R,AYS,954,323,573
Montgomery,DAYTON 2-D,AYZ,424,236,158
Montgomery,DAYTON 23-A,AZG,660,474,138
Morgan,PRECINCT EAST BLOOM TOWNSHIP,AAA,380,96,256
Morgan,PRECINCT W.BLOOM/DEERFIELD,AAB,484,95,364
Morgan,PRECINCT BRISTOL/MANCHESTER,AAC,166,43,113
Morgan,PRECINCT CENTER TOWNSHIP,AAD,325,58,251
Morgan,PRECINCT HOMER/UNION,AAF,735,218,480
Morgan,PRECINCT MALTA,AAI,820,196,577
Morgan,PRECINCT CHESTERHILL/MARION,AAL,487,183,266
Morgan,PRECINCT MEIGSVILLE TOWNSHIP,AAN,518,100,371
Morgan,PRECINCT MCCONN A/MORGAN,AAP,622,175,391
Morgan,PRECINCT MCCONN B/MCCONN C,AAQ,471,144,291
Morgan,PRECINCT PENN TOWNSHIP,AAS,327,94,198
Morgan,PRECINCT STOCKPORT/WINDSOR,AAU,863,204,611
Morgan,PRECINCT YORK TOWNSHIP,AAW,409,130,262
Morrow,BENNINGTON TWP EAST,AAA,701,161,492
Morrow,BENNINGTON TWP WEST,AAC,831,199,575
Morrow,CANAAN TWP,AAD,488,96,365
Morrow,CARDINGTON TWP,AAE,586,132,408
Morrow,CARDINGTON VILLAGE E,AAF,412,104,267
Morrow,CARDINGTON VILLAGE W,AAG,362,92,242
Morrow,CHESTER TWP EAST,AAH,511,90,392
Morrow,CHESTER TWP WEST,AAI,411,99,294
Morrow,CONGRESS TWP EAST,AAJ,659,120,498
Morrow,CONGRESS TWP WEST,AAK,856,189,628
Morrow,FRANKLIN TWP,AAL,797,167,585
Morrow,EDISON VILLAGE,AAM,201,60,127
Morrow,GILEAD TWP NE,AAN,342,61,260
Morrow,GILEAD TWP SE,AAO,425,93,304
Morrow,GILEAD TWP W,AAP,418,86,306
Morrow,MT GILEAD VILLAGE E,AAQ,324,95,198
Morrow,MT GILEAD VILLAGE N,AAR,414,132,238
Morrow,MT GILEAD VILLAGE NW,AAS,490,130,318
Morrow,MT GILEAD VILLAGE SW,AAT,313,72,203
Morrow,HARMONY TWP N,AAV,526,121,379
Morrow,LINCOLN TWP E,AAW,393,88,275
Morrow,LINCOLN TWP W,AAX,552,133,388
Morrow,N BLOOMFIELD TWP E,AAY,529,90,404
Morrow,N BLOOMFIELD TWP W,AAZ,418,80,326
Morrow,PERRY TWP N,ABA,378,71,284
Morrow,PERRY TWP S,ABB,261,48,190
Morrow,PERU TWP,ABC,752,163,533
Morrow,S BLOOMFIELD TWP E,ABD,498,86,380
Morrow,S BLOOMFIELD TWP W,ABE,448,105,314
Morrow,TROY TWP,ABF,596,125,443
Morrow,WASHINGTON TWP,ABH,607,154,419
Morrow,WESTFIELD TWP,ABI,612,150,416
Morrow,HARMONY TWP S,ABJ,709,169,497
Muskingum,PRECINCT ZANESVILLE 1-A,AAA,475,200,237
Muskingum,PRECINCT ZANESVILLE 1-B,AAB,587,229,296
Muskingum,PRECINCT ZANESVILLE 2-A,AAE,751,290,401
Muskingum,PRECINCT ZANESVILLE 2-B,AAF,499,257,204
Muskingum,PRECINCT ZANESVILLE 3-A,AAI,549,256,251
Muskingum,PRECINCT ZANESVILLE 3-B,AAJ,471,313,124
Muskingum,PRECINCT ZANESVILLE 4-A,AAL,571,350,173
Muskingum,PRECINCT ZANESVILLE 4-B,AAN,727,287,383
Muskingum,PRECINCT ZANESVILLE 5-A,AAO,681,256,382
Muskingum,PRECINCT ZANESVILLE 5-B,AAQ,427,187,213
Muskingum,PRECINCT ZANESVILLE 6-A,AAS,575,228,304
Muskingum,PRECINCT ZANESVILLE 6-B,AAT,676,282,342
Muskingum,PRECINCT ZANESVILLE 6-C,AAU,598,219,324
Muskingum,PRECINCT ADAMS,AAX,181,29,137
Muskingum,PRECINCT BLUE ROCK,AAY,329,76,238
Muskingum,PRECINCT BRUSH CREEK,AAZ,499,125,357
Muskingum,PRECINCT CASS,ABB,778,176,560
Muskingum,PRECINCT CLAY,ABC,368,115,227
Muskingum,PRECINCT FALLS A,ABD,607,177,395
Muskingum,PRECINCT FALLS B,ABE,752,221,473
Muskingum,PRECINCT FALLS C,ABF,431,143,258
Muskingum,PRECINCT FALLS D,ABG,932,245,612
Muskingum,PRECINCT FALLS E,ABH,722,269,412
Muskingum,PRECINCT FALLS G,ABJ,417,93,299
Muskingum,PRECINCT FALLS F,ABL,499,160,310
Muskingum,PRECINCT FALLS H,ABM,396,142,221
Muskingum,PRECINCT HARRISON,ABN,674,159,463
Muskingum,PRECINCT HIGHLAND,ABP,462,75,361
Muskingum,PRECINCT HOPEWELL A,ABQ,480,106,341
Muskingum,PRECINCT HOPEWELL B,ABR,532,145,367
Muskingum,PRECINCT HOPEWELL C,ABS,587,123,435
Muskingum,PRECINCT FRAZEYSBURG,ABT,525,125,363
Muskingum,PRECINCT JACKSON,ABU,551,102,423
Muskingum,PRECINCT DRESDEN NORTH,ABV,430,95,303
Muskingum,PRECINCT DRESDEN SOUTH,ABW,398,100,276
Muskingum,PRECINCT LICKING A,ABX,625,120,468
Muskingum,PRECINCT LICKING B,ABY,633,163,412
Muskingum,PRECINCT MADISON,ABZ,199,35,143
Muskingum,PRECINCT MEIGS,ACA,101,6,89
Muskingum,PRECINCT MONROE,ACB,211,28,173
Muskingum,PRECINCT MUSKINGUM A,ACC,800,214,543
Muskingum,PRECINCT MUSKINGUM B,ACD,758,224,477
Muskingum,PRECINCT MUSKINGUM C,ACE,776,159,568
Muskingum,PRECINCT FULTONHAM,ACF,394,110,261
Muskingum,PRECINCT IRONSPOT,ACG,223,53,157
Muskingum,PRECINCT MOXAHALA,ACH,533,138,359
Muskingum,PRECINCT ROLLING PLAINS,ACI,612,165,406
Muskingum,PRECINCT WHITE COTTAGE,ACJ,569,105,427
Muskingum,PRECINCT PERRY NORTH,ACK,557,111,408
Muskingum,PRECINCT PERRY SOUTH,ACL,864,200,621
Muskingum,PRECINCT RICH HILL,ACM,284,41,228
Muskingum,PRECINCT SALEM,ACN,428,74,325
Muskingum,PRECINCT SALT CREEK,ACO,558,124,405
Muskingum,PRECINCT SPRINGFIELD A,ACP,550,167,350
Muskingum,PRECINCT SPRINGFIELD B,ACQ,816,249,509
Muskingum,PRECINCT SPRINGFIELD C,ACR,378,68,285
Muskingum,PRECINCT SOUTH ZANESVILLE,ACT,636,221,372
Muskingum,PRECINCT NORWICH,ACV,604,129,438
Muskingum,PRECINCT UNION,ACW,393,92,280
Muskingum,PRECINCT NEW CONCORD,ACX,768,299,402
Muskingum,PRECINCT WASHINGTON A,ACZ,627,149,439
Muskingum,PRECINCT WASHINGTON B,ADA,564,135,392
Muskingum,PRECINCT WASHINGTON C,ADB,654,167,439
Muskingum,PRECINCT DUNCAN FALLS,ADD,680,199,429
Muskingum,PRECINCT WAYNE A,ADE,410,132,254
Muskingum,PRECINCT WAYNE B,ADF,726,182,504
Muskingum,PRECINCT WAYNE C,ADG,711,150,516
Muskingum,PRECINCT ZANESVILLE 5-C,ADH,929,359,512
Noble,BEAVER,AAA,273,56,203
Noble,BROOKFIELD/NOBLE,AAB,594,109,458
Noble,BUFFALO/SENECA,AAC,697,129,538
Noble,CENTER EAST/SARAHSVILLE,AAD,339,49,269
Noble,CENTER WEST,AAF,298,44,233
Noble,ELK,AAH,159,26,130
Noble,ENOCH,AAI,255,47,181
Noble,JACKSON/DEXTER CITY 2,AAJ,242,45,184
Noble,JEFFERSON/DEXTER CITY 3,AAK,146,25,103
Noble,MARION/SUMMERFIELD,AAL,305,57,223
Noble,AVA/BELLE VALLEY,AAN,211,57,143
Noble,MAPLE HEIGHTS,AAP,342,61,260
Noble,DUDLEY,AAR,317,64,240
Noble,OLIVE/DEXTER CITY 1,AAS,474,97,341
Noble,CALDWELL ONE/TWO,AAT,481,121,322
Noble,CALDWELL THREE/FOUR,AAV,407,106,264
Noble,SHARON,AAY,184,29,145
Noble,STOCK,AAZ,164,40,114
Noble,WAYNE,ABA,277,59,198
Ottawa,PORT CLINTON 1A,AAA,659,311,295
Ottawa,PORT CLINTON 2A,AAD,770,333,362
Ottawa,PORT CLINTON 3A,AAH,712,312,334
Ottawa,PORT CLINTON 4A,AAL,610,284,283
Ottawa,ALLEN 3,AAM,557,241,270
Ottawa,ALLEN 2,AAO,784,263,442
Ottawa,ALLEN 4,AAP,727,288,391
Ottawa,BAY 1 (PCS),AAT,660,240,369
Ottawa,BENTON 2,AAU,692,250,386
Ottawa,BENTON 3,AAW,726,256,403
Ottawa,CARROLL 1,AAY,673,230,409
Ottawa,CARROLL 2,AAZ,580,210,329
Ottawa,CATAWBA ISLAND 1,ABB,475,133,304
Ottawa,CATAWBA ISLAND 2,ABC,672,204,427
Ottawa,CATAWBA ISLAND 4,ABF,655,227,399
Ottawa,CATAWBA ISLAND 3,ABG,801,241,511
Ottawa,CLAY 3,ABH,687,221,421
Ottawa,CLAY 4,ABL,761,276,427
Ottawa,CLAY 1 (GENOA),ABO,597,253,294
Ottawa,CLAY 2 (GENOA),ABP,479,176,253
Ottawa,DANBURY 5,ABR,740,228,478
Ottawa,DANBURY 2,ABT,631,293,304
Ottawa,DANBURY 4,ABW,510,165,313
Ottawa,DANBURY 3,ABX,594,212,347
Ottawa,DANBURY 1 (MARBLEHEAD),ACA,572,196,339
Ottawa,ERIE 1,ACC,542,182,317
Ottawa,HARRIS 3 (WOODMORE),ACE,504,164,289
Ottawa,HARRIS 4 (WOODMORE),ACG,475,125,305
Ottawa,HARRIS 1 (ELMORE),ACH,755,299,372
Ottawa,PORTAGE 1,ACL,689,242,403
Ottawa,PUT-IN-BAY 1 (PUT-IN-BAY),ACQ,572,210,305
Ottawa,SALEM 5,ACS,718,225,447
Ottawa,SALEM 4,ACU,710,278,375
Ottawa,SALEM 1 (OAK HARBOR),ACV,458,164,243
Ottawa,SALEM 2 (OAK HARBOR),ACW,494,192,257
Ottawa,SALEM 3 (OAK HARBOR),ACY,437,161,250
Paulding,AUGLAIZE TWP,AAB,700,211,447
Paulding,BENTON TWP,AAC,554,94,423
Paulding,BLUE CREEK TWP,AAE,342,41,285
Paulding,BROWN TWP,AAF,892,174,651
Paulding,CARRYALL TWP,AAJ,701,171,483
Paulding,ANTWERP VILLAGE,AAM,745,229,449
Paulding,CRANE TWP &amp; CECIL,AAO,633,148,451
Paulding,EMERALD TWP,AAP,421,96,308
Paulding,HARRISON TWP,AAQ,762,179,544
Paulding,JACKSON TWP &amp; BROUGHTON,AAU,550,110,394
Paulding,PAULDING VILLAGE 3,AAV,392,132,226
Paulding,LATTY TWP &amp; GROVER HILL,AAX,437,58,357
Paulding,PAULDING TWP &amp; LATTY VILLAGE,AAY,657,99,511
Paulding,PAULDING VILLAGE 1,ABD,600,154,401
Paulding,PAULDING VILLAGE 2,ABE,483,145,293
Paulding,WASHINGTON TWP,ABG,351,52,277
Perry,BEARFIELD EAST/WEST,AAA,647,136,475
Perry,REDFIELD/REHOBOTH,AAC,660,170,442
Perry,NEW STRAITSVILLE/COAL,AAF,338,115,208
Perry,MCLUNEY,AAG,371,98,247
Perry,ROSEVILLE,AAH,301,89,184
Perry,HARRISON,AAI,330,90,223
Perry,CROOKSVILLE A/B/C/D,AAK,514,165,322
Perry,CROOKSVILLE E/F,AAL,288,118,144
Perry,HOPEWELL EAST/GLENFORD,AAM,518,98,381
Perry,HOPEWELL WEST,AAO,701,149,511
Perry,JACKSON EAST,AAP,442,112,300
Perry,JUNCTION CITY,AAQ,316,86,206
Perry,JACKSON WEST,AAR,444,83,344
Perry,MADISON,AAS,535,100,411
Perry,MONDAY CREEK,AAT,315,47,258
Perry,CORNING/RENDVILLE/MONROE,AAV,568,165,370
Perry,PIKE SOUTH,AAX,377,131,229
Perry,PIKE WEST,AAY,671,225,398
Perry,PLEASANT,AAZ,452,113,318
Perry,READING EAST,ABA,448,118,293
Perry,READING NORTH,ABB,473,98,344
Perry,READING SOUTH,ABC,560,110,419
Perry,SOMERSET NORTH/SOUTH,ABE,657,192,408
Perry,HEMLOCK/SHAWNEE/SALTLICK,ABH,501,180,280
Perry,THORN EAST,ABI,513,109,376
Perry,THORNVILLE,ABJ,545,150,361
Perry,THORN WEST,ABK,347,93,240
Perry,NEW LEXINGTON A/B,ABM,269,114,136
Perry,NEW LEXINGTON C/E/F,ABN,419,143,244
Perry,NEW LEXINGTON D,ABO,288,84,176
Perry,NEW LEXINGTON G/H/I,ABR,639,241,353
Perry,BUCKEYE LAKE,ABT,580,143,410
Perry,THORN SOUTH,ABU,310,73,217
Pickaway,PRECINCT CIRCLEVILLE 1-A,AAA,792,260,486
Pickaway,PRECINCT CIRCLEVILLE 1-B,AAB,470,179,264
Pickaway,PRECINCT CIRCLEVILLE 1-C,AAC,486,145,308
Pickaway,PRECINCT CIRCLEVILLE 1-D,AAD,629,209,381
Pickaway,PRECINCT CIRCLEVILLE 2-A,AAE,821,301,478
Pickaway,PRECINCT CIRCLEVILLE 2-B,AAF,544,148,346
Pickaway,PRECINCT CIRCLEVILLE 3-A,AAI,588,194,349
Pickaway,PRECINCT CIRCLEVILLE 3-B,AAJ,460,182,251
Pickaway,PRECINCT CIRCLEVILLE 4-A,AAM,481,176,260
Pickaway,PRECINCT CIRCLEVILLE 4-B,AAN,327,110,182
Pickaway,PRECINCT CIRCLEVILLE-NORTH,AAP,350,96,229
Pickaway,PRECINCT CIRCLEVILLE-NORTHWEST,AAQ,270,68,191
Pickaway,PRECINCT CIRCLEVILLE-SOUTH,AAR,692,229,414
Pickaway,PRECINCT DARBY CLARKS LAKE,AAS,522,110,380
Pickaway,PRECINCT DARBY-NORTH,AAT,609,150,415
Pickaway,PRECINCT DARBY-SOUTH,AAU,449,87,330
Pickaway,DEERCREEK / WILLIAMSPORT,AAW,707,202,456
Pickaway,PRECINCT HARRISON TOWNSHIP,AAX,628,158,446
Pickaway,PRECINCT SOUTH BLOOMFIELD,AAY,820,228,536
Pickaway,PRECINCT ASHVILLE-EAST,ABA,526,109,387
Pickaway,PRECINCT ASHVILLE-NORTH,ABB,817,203,556
Pickaway,PRECINCT ASHVILLE-WEST,ABC,490,128,330
Pickaway,PRECINCT JACKSON TOWNSHIP,ABD,636,127,477
Pickaway,PRECINCT MONROE TOWNSHIP,ABG,630,132,449
Pickaway,PRECINCT DARBYVILLE MUHLENBERG,ABI,464,99,344
Pickaway,PRECINCT PERRY/NEW HOLLAND,ABJ,548,118,395
Pickaway,PRECINCT PICKAWAY-EAST,ABL,734,183,499
Pickaway,PRECINCT PICKAWAY-WEST,ABM,456,124,308
Pickaway,PRECINCT SALTCREEK-NORTH/TARLTON,ABN,610,145,434
Pickaway,PRECINCT SALTCREEK-SOUTH,ABO,750,149,546
Pickaway,PRECINCT COMMERCIAL POINT,ABQ,"1,066",260,731
Pickaway,PRECINCT SCIOTO-SOUTH,ABT,797,154,594
Pickaway,PRECINCT WALNUT-EAST,ABU,870,179,645
Pickaway,PRECINCT WALNUT-WEST,ABV,799,146,598
Pickaway,PRECINCT WASHINGTON-CENTRAL,ABW,440,113,293
Pickaway,PRECINCT WASHINGTON-NORTH,ABX,683,127,510
Pickaway,PRECINCT WASHINGTON-SOUTH,ABY,614,132,436
Pickaway,PRECINCT WAYNE TOWNSHIP,ABZ,245,58,166
Pickaway,PRECINCT MADISON TOWNSHIP,ACA,712,149,522
Pickaway,PRECINCT SCIOTO-NORTHEAST,ACB,293,86,193
Pickaway,PRECINCT SCIOTO-NORTH,ACC,587,128,425
Pickaway,PRECINCT SOUTHERN POINT,ACD,845,248,536
Pike,WARD 1,AAA,386,152,207
Pike,WARD 2,AAB,592,243,310
Pike,WARD 3,AAE,376,125,219
Pike,WARD 4,AAF,280,87,175
Pike,WARD 5,AAG,403,150,227
Pike,BEAVER TWP,AAH,560,155,376
Pike,BEAVER VILLAGE,AAI,169,44,117
Pike,BENTON TWP,AAJ,724,177,483
Pike,CAMP CREEK TWP,AAK,437,121,296
Pike,JACKSON TWP,AAL,544,189,329
Pike,MARION TWP,AAN,525,132,364
Pike,MIFFLIN TWP,AAO,442,117,286
Pike,NEWTON TWP,AAP,875,203,624
Pike,PEBBLE TWP,AAQ,"1,031",270,682
Pike,PEE PEE TWP A,AAR,908,238,615
Pike,PERRY TWP,AAS,246,72,164
Pike,SCIOTO TWP,AAT,494,151,305
Pike,SEAL TWP,AAU,535,187,316
Pike,SUNFISH TWP,AAV,533,111,394
Pike,UNION TWP,AAW,578,142,406
Pike,PIKETON VILLAGE,AAX,878,262,557
Pike,PEE PEE TWP B,AAY,702,211,450
Portage,PRECINCT AURORA 1-A,AAA,534,225,255
Portage,PRECINCT AURORA 1-B,AAB,783,315,403
Portage,PRECINCT AURORA 2-A,AAC,785,303,434
Portage,PRECINCT AURORA 2-B,AAD,837,307,485
Portage,PRECINCT AURORA 3-A,AAE,760,294,415
Portage,PRECINCT AURORA 3-B,AAF,880,367,461
Portage,PRECINCT AURORA 4-A,AAG,668,267,349
Portage,PRECINCT AURORA 4-B,AAH,952,406,464
Portage,PRECINCT AURORA 5-A,AAJ,639,275,329
Portage,PRECINCT AURORA 5-B,AAK,564,211,327
Portage,PRECINCT AURORA 5-C,AAL,735,262,430
Portage,PRECINCT AURORA 6-A,AAM,746,292,399
Portage,PRECINCT AURORA 6-B,AAN,702,283,370
Portage,PRECINCT KENT 1-A,AAO,780,441,270
Portage,PRECINCT KENT 1-B,AAP,588,442,117
Portage,PRECINCT KENT 1-C,AAQ,499,260,197
Portage,PRECINCT KENT 2-A,AAT,827,490,283
Portage,PRECINCT KENT 2-B,AAU,578,357,183
Portage,PRECINCT KENT 2-C,AAV,511,323,142
Portage,PRECINCT KENT 2-D,AAW,543,373,120
Portage,PRECINCT KENT 3-A,AAZ,630,400,180
Portage,PRECINCT KENT 3-B,ABA,476,300,128
Portage,PRECINCT KENT 3-C,ABB,458,296,129
Portage,PRECINCT KENT 3-D,ABC,343,252,67
Portage,PRECINCT KENT 4-A,ABE,"1,110",769,248
Portage,PRECINCT KENT 5-A,ABG,375,252,84
Portage,PRECINCT KENT 5-B,ABH,446,307,91
Portage,PRECINCT KENT 6-A,ABJ,363,244,82
Portage,PRECINCT KENT 6-B,ABK,538,393,101
Portage,PRECINCT KENT 6-C,ABL,209,149,41
Portage,PRECINCT RAVENNA 1-A,ABN,403,200,160
Portage,PRECINCT RAVENNA 1-B,ABO,437,214,184
Portage,PRECINCT RAVENNA 2-A,ABQ,380,183,161
Portage,PRECINCT RAVENNA 2-B,ABR,586,270,271
Portage,PRECINCT RAVENNA 2-C,ABS,503,248,214
Portage,PRECINCT RAVENNA 3-A,ABV,409,185,197
Portage,PRECINCT RAVENNA 3-B,ABW,477,209,228
Portage,PRECINCT RAVENNA 3-C,ABX,672,280,344
Portage,PRECINCT RAVENNA 4-A,ACA,380,181,168
Portage,PRECINCT RAVENNA 4-B,ACB,593,252,293
Portage,PRECINCT STREETSBORO 1-A,ACD,449,198,224
Portage,PRECINCT STREETSBORO 1-B,ACE,509,188,289
Portage,PRECINCT STREETSBORO 2-A,ACG,815,409,368
Portage,PRECINCT STREETSBORO 2-B,ACH,428,254,150
Portage,PRECINCT STREETSBORO 2-C,ACI,801,417,337
Portage,PRECINCT STREETSBORO 3-A,ACK,421,178,220
Portage,PRECINCT STREETSBORO 3-B,ACL,848,346,444
Portage,PRECINCT STREETSBORO 4-A,ACN,567,227,301
Portage,PRECINCT STREETSBORO 4-B,ACO,610,238,330
Portage,PRECINCT STREETSBORO 4-C,ACP,724,368,301
Portage,PRECINCT ATWATER A,ACQ,674,167,452
Portage,PRECINCT ATWATER B,ACR,661,159,473
Portage,PRECINCT BRIMFIELD A,ACT,728,338,342
Portage,PRECINCT BRIMFIELD B,ACU,886,426,400
Portage,PRECINCT BRIMFIELD C,ACV,"1,107",451,574
Portage,PRECINCT BRIMFIELD D,ACW,728,239,442
Portage,PRECINCT BRIMFIELD E,ACX,813,290,473
Portage,PRECINCT BRIMFIELD F,ACY,763,259,463
Portage,PRECINCT BRIMFIELD G,ACZ,587,200,344
Portage,PRECINCT CHARLESTOWN A,ADE,399,127,248
Portage,PRECINCT CHARLESTOWN B,ADF,347,137,192
Portage,PRECINCT DEERFIELD A,ADG,532,131,365
Portage,PRECINCT DEERFIELD B,ADH,740,204,495
Portage,PRECINCT EDINBURG A,ADJ,690,200,451
Portage,PRECINCT EDINBURG B,ADK,675,174,456
Portage,PRECINCT BRADY LAKE VILLAGE,ADL,245,120,105
Portage,PRECINCT FRANKLIN A,ADM,531,217,277
Portage,PRECINCT FRANKLIN B,ADN,728,413,266
Portage,PRECINCT FRANKLIN C,ADO,560,260,250
Portage,PRECINCT FRANKLIN D,ADP,541,338,162
Portage,PRECINCT FRANKLIN E,ADQ,531,329,163
Portage,PRECINCT FREEDOM A,ADU,667,200,421
Portage,PRECINCT FREEDOM B,ADV,667,216,428
Portage,PRECINCT GARRETTSVILLE A,ADX,684,246,396
Portage,PRECINCT GARRETTSVILLE B,ADY,443,167,239
Portage,PRECINCT HIRAM VILLAGE,ADZ,454,319,104
Portage,PRECINCT HIRAM TWP A,AEA,694,229,421
Portage,PRECINCT HIRAM TWP B,AEB,688,197,455
Portage,PRECINCT MANTUA TWP A,AED,660,173,455
Portage,PRECINCT MANTUA TWP B,AEE,682,177,454
Portage,PRECINCT MANTUA TWP C,AEF,603,175,390
Portage,PRECINCT MANTUA TWP D,AEG,595,156,400
Portage,PRECINCT MANTUA VILLAGE,AEJ,480,172,273
Portage,PRECINCT MOGADORE VILLAGE,AEL,524,197,300
Portage,PRECINCT NELSON A,AEN,574,176,372
Portage,PRECINCT NELSON B,AEO,658,152,463
Portage,PRECINCT PALMYRA A,AEQ,450,104,322
Portage,PRECINCT PALMYRA B,AER,488,128,332
Portage,PRECINCT PARIS A,AET,406,127,259
Portage,PRECINCT PARIS B,AEU,403,124,261
Portage,PRECINCT RANDOLPH A,AEV,691,206,444
Portage,PRECINCT RANDOLPH B,AEW,671,192,443
Portage,PRECINCT RANDOLPH C,AEX,743,226,481
Portage,PRECINCT RANDOLPH D,AEY,743,219,478
Portage,PRECINCT RAVENNA TWP A,AFB,545,210,300
Portage,PRECINCT RAVENNA TWP B,AFC,520,276,214
Portage,PRECINCT RAVENNA TWP C,AFD,446,164,254
Portage,PRECINCT RAVENNA TWP D,AFE,447,156,248
Portage,PRECINCT RAVENNA TWP E,AFF,737,311,373
Portage,PRECINCT RAVENNA TWP F,AFG,587,249,308
Portage,PRECINCT RAVENNA TWP G,AFH,710,229,436
Portage,PRECINCT ROOTSTOWN A,AFL,871,291,513
Portage,PRECINCT ROOTSTOWN B,AFM,644,218,378
Portage,PRECINCT ROOTSTOWN C,AFN,543,199,298
Portage,PRECINCT ROOTSTOWN D,AFO,507,233,232
Portage,PRECINCT ROOTSTOWN E,AFP,525,150,347
Portage,PRECINCT ROOTSTOWN F,AFQ,663,231,390
Portage,PRECINCT ROOTSTOWN G,AFR,739,227,461
Portage,PRECINCT SHALERSVILLE A,AFS,670,205,416
Portage,PRECINCT SHALERSVILLE B,AFT,533,169,323
Portage,PRECINCT SHALERSVILLE C,AFU,498,131,334
Portage,PRECINCT SHALERSVILLE D,AFV,693,194,467
