Block,Total,White,Black,Asian,Hispanic
"Block 2118, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2119, Block Group 2, Census Tract 9537, Gallia County, Ohio",10,8,2,0,0
"Block 2120, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2121, Block Group 2, Census Tract 9537, Gallia County, Ohio",38,38,0,0,0
"Block 2122, Block Group 2, Census Tract 9537, Gallia County, Ohio",74,67,0,0,2
"Block 2123, Block Group 2, Census Tract 9537, Gallia County, Ohio",64,62,0,0,0
"Block 2124, Block Group 2, Census Tract 9537, Gallia County, Ohio",26,26,0,0,0
"Block 2125, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2126, Block Group 2, Census Tract 9537, Gallia County, Ohio",1,1,0,0,0
"Block 2127, Block Group 2, Census Tract 9537, Gallia County, Ohio",14,14,0,0,0
"Block 2128, Block Group 2, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 2129, Block Group 2, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 2130, Block Group 2, Census Tract 9537, Gallia County, Ohio",4,3,0,0,0
"Block 2131, Block Group 2, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 2132, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2133, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2134, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2135, Block Group 2, Census Tract 9537, Gallia County, Ohio",34,34,0,0,0
"Block 2136, Block Group 2, Census Tract 9537, Gallia County, Ohio",5,5,0,0,0
"Block 2137, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 2138, Block Group 2, Census Tract 9537, Gallia County, Ohio",27,26,0,0,0
"Block 2139, Block Group 2, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 2140, Block Group 2, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 2141, Block Group 2, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3002, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3003, Block Group 3, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 3004, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 9537, Gallia County, Ohio",12,12,0,0,0
"Block 3007, Block Group 3, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 3008, Block Group 3, Census Tract 9537, Gallia County, Ohio",102,102,0,0,0
"Block 3009, Block Group 3, Census Tract 9537, Gallia County, Ohio",34,34,0,0,0
"Block 3010, Block Group 3, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 3011, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3012, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3013, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3014, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3015, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3016, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3017, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3018, Block Group 3, Census Tract 9537, Gallia County, Ohio",1,0,1,0,0
"Block 3019, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3020, Block Group 3, Census Tract 9537, Gallia County, Ohio",26,26,0,0,0
"Block 3021, Block Group 3, Census Tract 9537, Gallia County, Ohio",54,54,0,0,0
"Block 3022, Block Group 3, Census Tract 9537, Gallia County, Ohio",36,36,0,0,0
"Block 3023, Block Group 3, Census Tract 9537, Gallia County, Ohio",12,12,0,0,0
"Block 3024, Block Group 3, Census Tract 9537, Gallia County, Ohio",16,16,0,0,0
"Block 3025, Block Group 3, Census Tract 9537, Gallia County, Ohio",7,7,0,0,0
"Block 3026, Block Group 3, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 3027, Block Group 3, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 3028, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3029, Block Group 3, Census Tract 9537, Gallia County, Ohio",21,18,2,0,1
"Block 3030, Block Group 3, Census Tract 9537, Gallia County, Ohio",37,32,0,0,0
"Block 3031, Block Group 3, Census Tract 9537, Gallia County, Ohio",11,11,0,0,0
"Block 3032, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3033, Block Group 3, Census Tract 9537, Gallia County, Ohio",38,27,5,1,5
"Block 3034, Block Group 3, Census Tract 9537, Gallia County, Ohio",43,43,0,0,0
"Block 3035, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3036, Block Group 3, Census Tract 9537, Gallia County, Ohio",9,9,0,0,0
"Block 3037, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3038, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3039, Block Group 3, Census Tract 9537, Gallia County, Ohio",55,55,0,0,0
"Block 3040, Block Group 3, Census Tract 9537, Gallia County, Ohio",4,3,0,0,0
"Block 3041, Block Group 3, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 3042, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3043, Block Group 3, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 3044, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3045, Block Group 3, Census Tract 9537, Gallia County, Ohio",16,15,0,1,0
"Block 3046, Block Group 3, Census Tract 9537, Gallia County, Ohio",13,13,0,0,0
"Block 3047, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3048, Block Group 3, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 3049, Block Group 3, Census Tract 9537, Gallia County, Ohio",33,31,0,0,0
"Block 3050, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3051, Block Group 3, Census Tract 9537, Gallia County, Ohio",9,9,0,0,0
"Block 3052, Block Group 3, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 3053, Block Group 3, Census Tract 9537, Gallia County, Ohio",61,60,0,0,0
"Block 3054, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3055, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3056, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3057, Block Group 3, Census Tract 9537, Gallia County, Ohio",4,3,0,1,0
"Block 3058, Block Group 3, Census Tract 9537, Gallia County, Ohio",3,3,0,0,0
"Block 3059, Block Group 3, Census Tract 9537, Gallia County, Ohio",17,17,0,0,0
"Block 3060, Block Group 3, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 3061, Block Group 3, Census Tract 9537, Gallia County, Ohio",20,20,0,0,0
"Block 3062, Block Group 3, Census Tract 9537, Gallia County, Ohio",4,4,0,0,0
"Block 3063, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3064, Block Group 3, Census Tract 9537, Gallia County, Ohio",31,27,0,0,0
"Block 3065, Block Group 3, Census Tract 9537, Gallia County, Ohio",1,1,0,0,0
"Block 3066, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3067, Block Group 3, Census Tract 9537, Gallia County, Ohio",34,34,0,0,0
"Block 3068, Block Group 3, Census Tract 9537, Gallia County, Ohio",9,9,0,0,0
"Block 3069, Block Group 3, Census Tract 9537, Gallia County, Ohio",43,36,0,0,7
"Block 3070, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3071, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3072, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3073, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3074, Block Group 3, Census Tract 9537, Gallia County, Ohio",11,11,0,0,0
"Block 3075, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3076, Block Group 3, Census Tract 9537, Gallia County, Ohio",18,18,0,0,0
"Block 3077, Block Group 3, Census Tract 9537, Gallia County, Ohio",71,69,0,0,0
"Block 3078, Block Group 3, Census Tract 9537, Gallia County, Ohio",45,45,0,0,0
"Block 3079, Block Group 3, Census Tract 9537, Gallia County, Ohio",18,18,0,0,0
"Block 3080, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3081, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3082, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3083, Block Group 3, Census Tract 9537, Gallia County, Ohio",44,44,0,0,0
"Block 3084, Block Group 3, Census Tract 9537, Gallia County, Ohio",9,9,0,0,0
"Block 3085, Block Group 3, Census Tract 9537, Gallia County, Ohio",55,55,0,0,0
"Block 3086, Block Group 3, Census Tract 9537, Gallia County, Ohio",60,59,0,0,0
"Block 3087, Block Group 3, Census Tract 9537, Gallia County, Ohio",47,44,0,0,0
"Block 3088, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3089, Block Group 3, Census Tract 9537, Gallia County, Ohio",10,10,0,0,0
"Block 3090, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3091, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3092, Block Group 3, Census Tract 9537, Gallia County, Ohio",14,14,0,0,0
"Block 3093, Block Group 3, Census Tract 9537, Gallia County, Ohio",8,8,0,0,0
"Block 3094, Block Group 3, Census Tract 9537, Gallia County, Ohio",7,7,0,0,0
"Block 3095, Block Group 3, Census Tract 9537, Gallia County, Ohio",32,32,0,0,0
"Block 3096, Block Group 3, Census Tract 9537, Gallia County, Ohio",27,26,0,1,0
"Block 3097, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3098, Block Group 3, Census Tract 9537, Gallia County, Ohio",9,9,0,0,0
"Block 3099, Block Group 3, Census Tract 9537, Gallia County, Ohio",15,15,0,0,0
"Block 3100, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3101, Block Group 3, Census Tract 9537, Gallia County, Ohio",6,6,0,0,0
"Block 3102, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3103, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3104, Block Group 3, Census Tract 9537, Gallia County, Ohio",15,15,0,0,0
"Block 3105, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3106, Block Group 3, Census Tract 9537, Gallia County, Ohio",24,24,0,0,0
"Block 3107, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3108, Block Group 3, Census Tract 9537, Gallia County, Ohio",2,2,0,0,0
"Block 3109, Block Group 3, Census Tract 9537, Gallia County, Ohio",18,18,0,0,0
"Block 3110, Block Group 3, Census Tract 9537, Gallia County, Ohio",12,12,0,0,0
"Block 3111, Block Group 3, Census Tract 9537, Gallia County, Ohio",3,1,0,0,0
"Block 3112, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3113, Block Group 3, Census Tract 9537, Gallia County, Ohio",0,0,0,0,0
"Block 3114, Block Group 3, Census Tract 9537, Gallia County, Ohio",12,0,12,0,0
"Block 1000, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 9538, Gallia County, Ohio",40,36,3,0,0
"Block 1002, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 9538, Gallia County, Ohio",32,32,0,0,0
"Block 1007, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 9538, Gallia County, Ohio",28,28,0,0,0
"Block 1010, Block Group 1, Census Tract 9538, Gallia County, Ohio",9,9,0,0,0
"Block 1011, Block Group 1, Census Tract 9538, Gallia County, Ohio",47,45,1,1,0
"Block 1012, Block Group 1, Census Tract 9538, Gallia County, Ohio",52,52,0,0,0
"Block 1013, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1014, Block Group 1, Census Tract 9538, Gallia County, Ohio",3,3,0,0,0
"Block 1015, Block Group 1, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 1016, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1018, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 9538, Gallia County, Ohio",32,32,0,0,0
"Block 1020, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1021, Block Group 1, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 1022, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 9538, Gallia County, Ohio",20,20,0,0,0
"Block 1024, Block Group 1, Census Tract 9538, Gallia County, Ohio",8,8,0,0,0
"Block 1025, Block Group 1, Census Tract 9538, Gallia County, Ohio",28,27,0,0,0
"Block 1026, Block Group 1, Census Tract 9538, Gallia County, Ohio",30,30,0,0,0
"Block 1027, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1028, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1029, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1030, Block Group 1, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 1031, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1032, Block Group 1, Census Tract 9538, Gallia County, Ohio",21,21,0,0,0
"Block 1033, Block Group 1, Census Tract 9538, Gallia County, Ohio",3,3,0,0,0
"Block 1034, Block Group 1, Census Tract 9538, Gallia County, Ohio",44,43,0,0,0
"Block 1035, Block Group 1, Census Tract 9538, Gallia County, Ohio",130,126,0,0,0
"Block 1036, Block Group 1, Census Tract 9538, Gallia County, Ohio",9,9,0,0,0
"Block 1037, Block Group 1, Census Tract 9538, Gallia County, Ohio",15,15,0,0,0
"Block 1038, Block Group 1, Census Tract 9538, Gallia County, Ohio",5,5,0,0,0
"Block 1039, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1040, Block Group 1, Census Tract 9538, Gallia County, Ohio",15,15,0,0,0
"Block 1041, Block Group 1, Census Tract 9538, Gallia County, Ohio",87,84,0,0,0
"Block 1042, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1043, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1044, Block Group 1, Census Tract 9538, Gallia County, Ohio",10,10,0,0,0
"Block 1045, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1046, Block Group 1, Census Tract 9538, Gallia County, Ohio",15,15,0,0,0
"Block 1047, Block Group 1, Census Tract 9538, Gallia County, Ohio",12,12,0,0,0
"Block 1048, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1049, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1050, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1051, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1052, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1053, Block Group 1, Census Tract 9538, Gallia County, Ohio",27,27,0,0,0
"Block 1054, Block Group 1, Census Tract 9538, Gallia County, Ohio",16,16,0,0,0
"Block 1055, Block Group 1, Census Tract 9538, Gallia County, Ohio",27,27,0,0,0
"Block 1056, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1057, Block Group 1, Census Tract 9538, Gallia County, Ohio",3,3,0,0,0
"Block 1058, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1059, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1060, Block Group 1, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 1061, Block Group 1, Census Tract 9538, Gallia County, Ohio",141,140,0,0,1
"Block 1062, Block Group 1, Census Tract 9538, Gallia County, Ohio",12,12,0,0,0
"Block 1063, Block Group 1, Census Tract 9538, Gallia County, Ohio",11,11,0,0,0
"Block 1064, Block Group 1, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 1065, Block Group 1, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 1066, Block Group 1, Census Tract 9538, Gallia County, Ohio",57,55,0,0,0
"Block 1067, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1068, Block Group 1, Census Tract 9538, Gallia County, Ohio",52,52,0,0,0
"Block 1069, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1070, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1071, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1072, Block Group 1, Census Tract 9538, Gallia County, Ohio",25,24,0,0,0
"Block 1073, Block Group 1, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1074, Block Group 1, Census Tract 9538, Gallia County, Ohio",6,5,0,0,0
"Block 2000, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 9538, Gallia County, Ohio",38,38,0,0,0
"Block 2004, Block Group 2, Census Tract 9538, Gallia County, Ohio",54,54,0,0,0
"Block 2005, Block Group 2, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 2006, Block Group 2, Census Tract 9538, Gallia County, Ohio",55,49,5,0,0
"Block 2007, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 9538, Gallia County, Ohio",21,21,0,0,0
"Block 2010, Block Group 2, Census Tract 9538, Gallia County, Ohio",14,14,0,0,0
"Block 2011, Block Group 2, Census Tract 9538, Gallia County, Ohio",56,53,0,0,0
"Block 2012, Block Group 2, Census Tract 9538, Gallia County, Ohio",47,47,0,0,0
"Block 2013, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2014, Block Group 2, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 2015, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2016, Block Group 2, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 2017, Block Group 2, Census Tract 9538, Gallia County, Ohio",24,24,0,0,0
"Block 2018, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2019, Block Group 2, Census Tract 9538, Gallia County, Ohio",40,40,0,0,0
"Block 2020, Block Group 2, Census Tract 9538, Gallia County, Ohio",3,3,0,0,0
"Block 2021, Block Group 2, Census Tract 9538, Gallia County, Ohio",35,32,0,0,0
"Block 2022, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2023, Block Group 2, Census Tract 9538, Gallia County, Ohio",46,45,0,0,0
"Block 2024, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2025, Block Group 2, Census Tract 9538, Gallia County, Ohio",17,17,0,0,0
"Block 2026, Block Group 2, Census Tract 9538, Gallia County, Ohio",24,24,0,0,0
"Block 2027, Block Group 2, Census Tract 9538, Gallia County, Ohio",30,26,4,0,0
"Block 2028, Block Group 2, Census Tract 9538, Gallia County, Ohio",23,23,0,0,0
"Block 2029, Block Group 2, Census Tract 9538, Gallia County, Ohio",8,8,0,0,0
"Block 2030, Block Group 2, Census Tract 9538, Gallia County, Ohio",9,9,0,0,0
"Block 2031, Block Group 2, Census Tract 9538, Gallia County, Ohio",49,48,1,0,0
"Block 2032, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2033, Block Group 2, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 2034, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2035, Block Group 2, Census Tract 9538, Gallia County, Ohio",10,10,0,0,0
"Block 2036, Block Group 2, Census Tract 9538, Gallia County, Ohio",20,20,0,0,0
"Block 2037, Block Group 2, Census Tract 9538, Gallia County, Ohio",10,10,0,0,0
"Block 2038, Block Group 2, Census Tract 9538, Gallia County, Ohio",52,52,0,0,0
"Block 2039, Block Group 2, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 2040, Block Group 2, Census Tract 9538, Gallia County, Ohio",73,73,0,0,0
"Block 2041, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2042, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 2043, Block Group 2, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 2044, Block Group 2, Census Tract 9538, Gallia County, Ohio",6,6,0,0,0
"Block 2045, Block Group 2, Census Tract 9538, Gallia County, Ohio",17,17,0,0,0
"Block 2046, Block Group 2, Census Tract 9538, Gallia County, Ohio",36,36,0,0,0
"Block 2047, Block Group 2, Census Tract 9538, Gallia County, Ohio",80,75,0,0,0
"Block 2048, Block Group 2, Census Tract 9538, Gallia County, Ohio",6,6,0,0,0
"Block 2049, Block Group 2, Census Tract 9538, Gallia County, Ohio",5,5,0,0,0
"Block 2050, Block Group 2, Census Tract 9538, Gallia County, Ohio",64,62,0,0,0
"Block 2051, Block Group 2, Census Tract 9538, Gallia County, Ohio",22,22,0,0,0
"Block 2052, Block Group 2, Census Tract 9538, Gallia County, Ohio",20,20,0,0,0
"Block 2053, Block Group 2, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 9538, Gallia County, Ohio",12,12,0,0,0
"Block 3001, Block Group 3, Census Tract 9538, Gallia County, Ohio",12,12,0,0,0
"Block 3002, Block Group 3, Census Tract 9538, Gallia County, Ohio",48,48,0,0,0
"Block 3003, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3004, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 9538, Gallia County, Ohio",10,10,0,0,0
"Block 3007, Block Group 3, Census Tract 9538, Gallia County, Ohio",35,35,0,0,0
"Block 3008, Block Group 3, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 3009, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3010, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3011, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3012, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3013, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3014, Block Group 3, Census Tract 9538, Gallia County, Ohio",34,34,0,0,0
"Block 3015, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3016, Block Group 3, Census Tract 9538, Gallia County, Ohio",34,34,0,0,0
"Block 3017, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3018, Block Group 3, Census Tract 9538, Gallia County, Ohio",23,23,0,0,0
"Block 3019, Block Group 3, Census Tract 9538, Gallia County, Ohio",27,26,0,0,1
"Block 3020, Block Group 3, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 3021, Block Group 3, Census Tract 9538, Gallia County, Ohio",30,30,0,0,0
"Block 3022, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3023, Block Group 3, Census Tract 9538, Gallia County, Ohio",41,41,0,0,0
"Block 3024, Block Group 3, Census Tract 9538, Gallia County, Ohio",17,17,0,0,0
"Block 3025, Block Group 3, Census Tract 9538, Gallia County, Ohio",24,22,0,0,0
"Block 3026, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3027, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3028, Block Group 3, Census Tract 9538, Gallia County, Ohio",14,14,0,0,0
"Block 3029, Block Group 3, Census Tract 9538, Gallia County, Ohio",14,14,0,0,0
"Block 3030, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3031, Block Group 3, Census Tract 9538, Gallia County, Ohio",21,21,0,0,0
"Block 3032, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3033, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3034, Block Group 3, Census Tract 9538, Gallia County, Ohio",24,24,0,0,0
"Block 3035, Block Group 3, Census Tract 9538, Gallia County, Ohio",37,37,0,0,0
"Block 3036, Block Group 3, Census Tract 9538, Gallia County, Ohio",26,24,0,0,0
"Block 3037, Block Group 3, Census Tract 9538, Gallia County, Ohio",5,5,0,0,0
"Block 3038, Block Group 3, Census Tract 9538, Gallia County, Ohio",3,3,0,0,0
"Block 3039, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3040, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3041, Block Group 3, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 3042, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3043, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3044, Block Group 3, Census Tract 9538, Gallia County, Ohio",20,20,0,0,0
"Block 3045, Block Group 3, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 3046, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3047, Block Group 3, Census Tract 9538, Gallia County, Ohio",6,6,0,0,0
"Block 3048, Block Group 3, Census Tract 9538, Gallia County, Ohio",3,3,0,0,0
